trade_id,timestamp,exchange,symbol,side,quantity,price_usd,fee_usd
TRD-INV1-0043,2026-01-18T21:25:00Z,Coinbase,ETH,BUY,0.259308,3299.17,4.28
TRD-INV1-0044,2026-01-19T01:36:00Z,Binance,ETH,SELL,0.979914,3967.87,3.89
TRD-INV1-0045,2026-01-19T10:22:00Z,Binance,BTC,SELL,0.01744222,117597.89,2.05
TRD-INV1-0046,2026-01-19T13:51:00Z,Coinbase,BTC,SELL,0.01117196,119893.00,6.70
TRD-INV1-0047,2026-01-19T20:53:00Z,Coinbase,ETH,BUY,0.825751,4121.62,17.02
TRD-INV1-0048,2026-01-20T05:05:00Z,Coinbase,BTC,BUY,0.01500123,96400.28,7.23
TRD-INV1-0049,2026-01-20T14:02:00Z,Binance,XRP,BUY,24.6152,186.029,4.58
TRD-INV1-0050,2026-01-20T17:18:00Z,Coinbase,SOL,BUY,8.1710,217.364,8.88
TRD-INV1-0051,2026-01-20T22:57:00Z,Binance,CKB,BUY,275392,0.00843959,2.32
TRD-INV1-0052,2026-01-21T06:07:00Z,Binance,DOGE,SELL,9529.40,0.227628,2.17
TRD-INV1-0053,2026-01-21T17:52:00Z,Coinbase,CKB,SELL,297131,0.00819412,12.17
TRD-INV1-0054,2026-01-22T01:41:00Z,Coinbase,DOGE,BUY,19704.95,0.269515,26.55
TRD-INV1-0055,2026-01-22T10:57:00Z,Coinbase,CKB,BUY,594231,0.00710397,21.11
TRD-INV1-0056,2026-01-22T14:43:00Z,Coinbase,DOGE,SELL,10038.89,0.217811,10.93
TRD-INV1-0057,2026-01-22T22:23:00Z,Binance,BTC,BUY,0.02973238,95374.14,2.84
TRD-INV1-0058,2026-01-23T02:40:00Z,Coinbase,SOL,BUY,7.9451,185.433,7.37
TRD-INV1-0059,2026-01-23T08:51:00Z,Binance,SOL,BUY,8.7109,183.638,1.60
TRD-INV1-0060,2026-01-23T16:32:00Z,Coinbase,SOL,SELL,17.6557,195.876,17.29
TRD-INV1-0061,2026-01-23T20:24:00Z,Coinbase,BTC,HOLD,0.03944192,103411.16,20.39
TRD-INV1-0062,2026-01-24T01:22:00Z,Coinbase,ETH,SELL,1.075226,4178.46,22.46
TRD-INV1-0063,2026-01-24T09:02:00Z,Coinbase,BTC,BUY,0.01012294,104784.25,5.30
TRD-INV1-0064,2026-01-24T15:57:00Z,Coinbase,BTC,SELL,0.01544322,104682.41,8.08
TRD-INV1-0065,2026-01-24T22:35:00Z,Coinbase,CKB,SELL,159505,0.00746041,5.95
TRD-INV1-0066,2026-01-25T01:48:00Z,Binance,ETH,SELL,0.869030,4037.50,3.51
TRD-INV1-0067,2026-01-25T12:50:00Z,Coinbase,SOL,SELL,14.0894,201.220,14.18
TRD-INV1-0068,2026-01-25T22:27:00Z,Binance,ETH,BUY,1.129061,3658.95,4.13
TRD-INV1-0069,2026-01-26T09:08:00Z,Coinbase,SOL,SELL,13.7375,251.439,17.27
TRD-INV1-0070,2026-01-26T16:34:00Z,Binance,ETH,SELL,0.781226,4194.56,3.28
TRD-INV1-0071,2026-01-26T20:02:00Z,Binance,CKB,SELL,227541,0.00798295,1.82
TRD-INV1-0072,2026-01-27T02:48:00Z,Coinbase,DOGE,BUY,14136.52,0.241404,17.06
TRD-INV1-0073,2026-01-27T06:25:00Z,Coinbase,DOGE,BUY,25458.31,0.253996,32.33
TRD-INV1-0074,2026-01-27T17:28:00Z,Binance,ETH,BUY,-0.25000000,3605.46,4.19
TRD-INV1-0075,2026-01-28T01:06:00Z,Binance,CKB,BUY,159831,0.00779148,1.25
TRD-INV1-0076,2026-01-28T12:14:00Z,Coinbase,DOGE,SELL,8415.16,0.213827,9.00
TRD-INV1-0077,2026-01-28T19:39:00Z,Coinbase,SOL,BUY,24.6661,182.711,22.53
TRD-INV1-0078,2026-01-29T05:47:00Z,Binance,ETH,BUY,1.160778,3576.72,4.15
TRD-INV1-0079,2026-01-29T12:28:00Z,Coinbase,BTC,BUY,0.03773925,97269.95,18.35
TRD-INV1-0080,2026-01-29T15:36:00Z,Coinbase,ETH,SELL,1.671753,4281.89,35.79
TRD-INV1-0081,2026-01-29T20:15:00Z,Binance,SOL,SELL,5.6516,252.238,1.43
TRD-INV1-0082,2026-01-30T00:41:00Z,Binance,CKB,BUY,255027,0.00702851,1.79
TRD-INV1-0083,2026-01-30T09:27:00Z,Binance,DOGE,BUY,23075.92,0.206051,4.75
TRD-INV1-0084,2026-01-30T12:44:00Z,Coinbase,BTC,SELL,0.03055080,103595.84,15.82
TRD-INV1-0085,2026-01-30T21:55:00Z,Coinbase,SOL,BUY,19.6407,175.951,17.28
TRD-INV1-0086,2026-01-31T08:18:00Z,Binance,SOL,BUY,24.6960,-45000.00,4.53
TRD-INV1-0087,2026-01-31T14:26:00Z,Binance,SOL,BUY,13.9440,222.186,3.10
TRD-INV1-0088,2026-02-01T01:32:00Z,Coinbase,DOGE,BUY,13631.85,0.264992,18.06
TRD-INV1-0089,2026-02-01T07:09:00Z,Coinbase,ETH,BUY,1.403270,3938.69,27.64
TRD-INV1-0090,2026-02-01T15:21:00Z,Binance,DOGE,BUY,23675.86,0.198062,4.69
TRD-INV1-0091,2026-02-01T21:52:00Z,Binance,CKB,BUY,578223,0.00871463,5.04
TRD-INV1-0092,2026-02-02T04:38:00Z,Binance,SOL,BUY,10.1250,235.348,2.38
TRD-INV1-0093,2026-02-02T16:10:00Z,Coinbase,SOL,SELL,8.6591,253.254,10.96
TRD-INV1-0094,2026-02-02T23:10:00Z,Coinbase,CKB,SELL,686264,0.00540369,18.54
TRD-INV1-0095,2026-02-03T08:57:00Z,Binance,DOGE,BUY,18123.94,0.205477,3.72
TRD-INV1-0096,2026-02-03T15:23:00Z,Binance,BTC,SELL,0.03672013,102451.38,3.76
TRD-INV1-0097,2026-02-04T02:02:00Z,Binance,ETH,BUY,0.420721,3446.47,1.45
TRD-INV1-0098,2026-02-04T11:37:00Z,Coinbase,SOL,SELL,17.4895,255.106,22.31
TRD-INV1-0099,2026-02-04T16:07:00Z,Binance,CKB,BUY,574304,0.00813059,-2.50
TRD-INV1-0100,2026-02-04T19:26:00Z,Binance,SOL,BUY,10.6493,254.934,2.71
TRD-INV1-0101,2026-02-05T00:52:00Z,Binance,BTC,SELL,0.01262066,117465.12,1.48
TRD-INV1-0102,2026-02-05T04:45:00Z,Binance,ETH,BUY,0.221286,3678.31,0.81
TRD-INV1-0103,2026-02-05T10:46:00Z,Binance,BTC,BUY,0.02602535,117687.09,3.06
TRD-INV1-0104,2026-02-05T16:37:00Z,Coinbase,SOL,SELL,10.9739,228.348,12.53
TRD-INV1-0105,2026-02-05T22:21:00Z,Coinbase,CKB,SELL,389343,0.00738863,14.38
TRD-INV1-0106,2026-02-06T03:51:00Z,Binance,ETH,SELL,1.203416,3426.14,4.12
TRD-INV1-0107,2026-02-06T08:23:00Z,Coinbase,CKB,SELL,207145,0.00535567,5.55
TRD-INV1-0108,2026-02-06T16:32:00Z,Binance,ETH,BUY,not_a_number,4116.48,2.30
TRD-INV1-0109,2026-02-07T04:00:00Z,Binance,DOGE,BUY,14775.21,0.278575,4.12
TRD-INV1-0110,2026-02-07T08:33:00Z,Coinbase,CKB,SELL,207961,0.00681304,7.08
TRD-INV1-0111,2026-02-07T14:19:00Z,Binance,DOGE,SELL,16859.62,0.189161,3.19
TRD-INV1-0112,2026-02-08T01:22:00Z,Coinbase,BTC,SELL,0.01301297,106263.66,6.91
TRD-INV1-0113,2026-02-08T11:27:00Z,Binance,ETH,SELL,0.984713,3405.61,3.35
TRD-INV1-0114,2026-02-08T16:46:00Z,Binance,CKB,BUY,673198,0.00700722,4.72
TRD-INV1-0115,2026-02-08T22:46:00Z,Coinbase,DOGE,BUY,20365.26,0.211888,21.58
