trade_id,timestamp,exchange,symbol,side,quantity,price_usd,fee_usd
TRD-INV3-0029,2026-01-24T05:43:00Z,Coinbase,CKB,SELL,154907,0.00634232,4.91
TRD-INV3-0030,2026-01-24T12:38:00Z,binance,BTC,BUY,0.02809351,95798.62,2.69
TRD-INV3-0031,2026-01-25T00:27:00Z,Coinbase,CKB,BUY,629430,0.00581179,18.29
TRD-INV3-0032,2026-01-25T03:39:00Z,Coinbase,ETH,BUY,1.186767,3614.09,21.45
TRD-INV3-0033,2026-01-25T13:22:00Z,Binance,BTC,SELL,0.02290957,117344.36,2.69
TRD-INV3-0034,2026-01-25T22:34:00Z,Coinbase,CKB,BUY,323542,0.00692982,11.21
TRD-INV3-0035,2026-01-26T06:28:00Z,Binance,BTC,SELL,0.01185065,109806.72,1.30
TRD-INV3-0036,2026-01-26T10:44:00Z,Binance,SOL,BUY,10.5797,217.491,2.30
TRD-INV3-0037,2026-01-26T20:38:00Z,Binance,BTC,BUY,0.01096114,107552.92,1.18
TRD-INV3-0038,2026-01-27T04:49:00Z,Binance,DOGE,BUY,27601.41,0.181365,5.01
TRD-INV3-0039,2026-01-27T12:28:00Z,Coinbase,BTC,SELL,0.03825758,117449.55,22.47
TRD-INV3-0040,2026-01-27T20:34:00Z,Binance,BTC,BUY,0.01226244,111548.79,1.37
TRD-INV3-0041,2026-01-28T08:16:00Z,Binance,DOGE,SELL,22585.94,0.262076,5.92
TRD-INV3-0042,2026-01-28T12:26:00Z,Coinbase,CKB,SELL,230808,0.00798441,9.21
TRD-INV3-0043,2026-01-28T19:47:00Z,Binance,btc,BUY,1.671558,3289.40,5.50
TRD-INV3-0044,2026-01-29T07:40:00Z,Binance,DOGE,SELL,15823.36,0.220179,3.48
TRD-INV3-0045,2026-01-29T13:14:00Z,Binance,BTC,BUY,0.03554908,98214.04,3.49
TRD-INV3-0046,2026-01-29T19:26:00Z,Coinbase,CKB,SELL,554517,0.00789469,21.89
TRD-INV3-0047,2026-01-30T04:33:00Z,Binance,SOL,BUY,24.8147,182.621,4.53
TRD-INV3-0048,2026-01-30T08:37:00Z,Binance,SOL,BUY,13.9571,257.461,3.59
TRD-INV3-0049,2026-01-30T12:31:00Z,Binance,ETH,BUY,0.779897,4020.18,3.14
TRD-INV3-0050,2026-01-30T23:00:00Z,Binance,CKB,SELL,176537,0.00633234,1.12
TRD-INV3-0051,2026-01-31T04:32:00Z,Binance,SOL,BUY,21.2460,225.071,4.78
TRD-INV3-0052,2026-01-31T15:18:00Z,Coinbase,BTC,BUY,0.04193424,110730.04,23.22
TRD-INV3-0053,2026-01-31T19:59:00Z,Binance,DOGE,SELL,13453.78,0.258410,3.48
TRD-INV3-0054,2026-02-01T05:27:00Z,Coinbase,SOL,SELL,21.8840,184.609,20.20
TRD-INV3-0055,2026-02-01T10:29:00Z,Coinbase,BTC,SELL,0.03623612,95557.20,17.31
TRD-INV3-0056,2026-02-01T21:42:00Z,Binance,SOL,buy,23.5697,251.887,5.94
TRD-INV3-0057,2026-02-02T06:39:00Z,Coinbase,DOGE,BUY,23793.37,0.244205,29.05
TRD-INV3-0058,2026-02-02T16:39:00Z,Binance,SOL,SELL,19.4468,216.987,4.22
TRD-INV3-0059,2026-02-03T03:12:00Z,Coinbase,BTC,SELL,0.03628314,113603.42,20.61
TRD-INV3-0060,2026-02-03T14:37:00Z,Binance,ETH,SELL,0.210627,3433.63,0.72
TRD-INV3-0061,2026-02-03T18:56:00Z,Coinbase,BTC,BUY,0.01660640,115680.72,9.61
TRD-INV3-0062,2026-02-03T22:20:00Z,Coinbase,BTC,SELL,0.03524565,95843.18,16.89
TRD-INV3-0063,2026-02-04T05:15:00Z,Binance,SOL,BUY,8.7634,249.686,2.19
TRD-INV3-0064,2026-02-04T12:31:00Z,Binance,BTC,BUY,0.03393517,115034.04,3.90
TRD-INV3-0065,2026-02-04T19:15:00Z,Coinbase,CKB,BUY,176848,0.00828932,7.33
TRD-INV3-0066,2026-02-05T03:10:00Z,Coinbase,SOL,SELL,22.3555,204.872,22.90
TRD-INV3-0067,2026-02-05T06:18:00Z,Coinbase,CKB,SELL,171561,0.00792613,6.80
TRD-INV3-0068,2026-02-05T09:45:00Z,Coinbase,BTC,SELL,0.02135561,98970.16,10.57
TRD-INV3-0069,2026-02-05T14:48:00Z,Binance,BTC,BUY,,118084.19,4.33
TRD-INV3-0070,2026-02-05T23:25:00Z,Coinbase,BTC,SELL,0.04560024,118314.00,26.98
TRD-INV3-0071,2026-02-06T05:48:00Z,Coinbase,SOL,SELL,16.8616,250.290,21.10
TRD-INV3-0072,2026-02-06T11:15:00Z,Coinbase,ETH,SELL,0.901074,4005.05,18.04
TRD-INV3-0073,2026-02-06T15:18:00Z,Binance,DOGE,BUY,19634.10,0.202564,3.98
TRD-INV3-0074,2026-02-06T19:14:00Z,Coinbase,BTC,SELL,0.01472734,118907.07,8.76
TRD-INV3-0075,2026-02-07T00:55:00Z,Coinbase,DOGE,SELL,27627.24,0.258577,35.72
TRD-INV3-0076,2026-02-07T10:07:00Z,Coinbase,BTC,BUY,0.04824487,103332.22,24.93
TRD-INV3-0077,2026-02-07T17:26:00Z,Coinbase,CKB,BUY,255338,0.00680626,8.69
TRD-INV3-0078,2026-02-08T04:27:00Z,Binance,DOGE,SELL,13850.30,0.187781,2.60
TRD-INV3-0079,2026-02-08T11:43:00Z,Coinbase,DOGE,BUY,25921.13,0.253906,32.91
TRD-INV3-0080,2026-02-08T20:04:00Z,Binance,SOL,SELL,13.1339,,2.60
TRD-INV3-0081,2026-02-09T06:29:00Z,Binance,ETH,BUY,0.459087,3665.44,1.68
TRD-INV3-0082,2026-02-09T18:05:00Z,Binance,DOGE,SELL,13012.42,0.195056,2.54
TRD-INV3-0083,2026-02-10T03:53:00Z,Binance,DOGE,BUY,14679.27,0.237060,3.48
TRD-INV3-0084,2026-02-10T08:48:00Z,Coinbase,SOL,SELL,5.7572,196.381,5.65
TRD-INV3-0085,2026-02-10T13:04:00Z,Binance,CKB,BUY,310555,0.00701903,2.18
TRD-INV3-0086,2026-02-10T16:12:00Z,Coinbase,DOGE,BUY,8789.11,0.220630,9.70
TRD-INV3-0087,2026-02-11T01:44:00Z,Binance,SOL,SELL,5.0300,246.288,1.24
TRD-INV3-0088,2026-02-11T09:25:00Z,Coinbase,DOGE,SELL,11346.96,0.231322,13.12
TRD-INV3-0089,2026-02-11T16:34:00Z,Binance,SOL,BUY,14.9323,193.073,2.88
TRD-INV3-0090,2026-02-12T00:26:00Z,Coinbase,DOGE,SELL,8636.53,0.226340,9.77
TRD-INV3-0091,2026-02-12T05:25:00Z,Binance,CKB,BUY,393267,0.00601874,2.37
TRD-INV3-0092,2026-02-12T15:43:00Z,Binance,CKB,BUY,338805,0.00819151,
TRD-INV3-0093,2026-02-13T01:55:00Z,Binance,ETH,SELL,0.660534,3533.55,2.33
TRD-INV3-0094,2026-02-13T08:25:00Z,Binance,ETH,SELL,0.905971,3269.20,2.96
TRD-INV3-0095,2026-02-13T19:12:00Z,Binance,CKB,SELL,536604,0.00599212,3.22
TRD-INV3-0096,2026-02-13T23:30:00Z,Binance,CKB,SELL,225037,0.00780218,1.76
TRD-INV3-0097,2026-02-14T07:24:00Z,Binance,ETH,SELL,1.655570,3218.99,5.33
TRD-INV3-0098,2026-02-14T18:18:00Z,Binance,DOGE,BUY,25488.72,0.184047,4.69
TRD-INV3-0099,2026-02-15T03:43:00Z,Binance,CKB,BUY,604812,0.00592808,3.59
TRD-INV3-0100,2026-02-15T14:00:00Z,Binance,DOGE,SELL,8165.03,0.195434,1.60
TRD-INV3-0101,2026-02-16T01:47:00Z,Binance,SOL,SELL,7.0927,238.849,1.69
TRD-INV3-0102,2026-02-16T09:41:00Z,Binance,DOGE,BUY,15938.97,0.184872,2.95
TRD-INV3-0103,2026-02-16T15:54:00Z,Coinbase,DOGE,SELL,12558.97,$3,950.00,14.71
TRD-INV3-0104,2026-02-16T18:54:00Z,Coinbase,DOGE,SELL,23608.22,0.186758,22.05
TRD-INV3-0105,2026-02-17T01:03:00Z,Coinbase,ETH,SELL,0.507065,3355.92,8.51
TRD-INV3-0106,2026-02-17T12:19:00Z,Coinbase,CKB,BUY,439375,0.00702762,15.44
TRD-INV3-0107,2026-02-17T21:11:00Z,Coinbase,DOGE,SELL,14951.87,0.194551,14.54
TRD-INV3-0108,2026-02-18T05:30:00Z,Binance,DOGE,BUY,9403.75,0.192295,1.81
TRD-INV3-0109,2026-02-18T09:09:00Z,Coinbase,BTC,SELL,0.01775826,110636.95,9.82
TRD-INV3-0110,2026-02-18T20:50:00Z,Coinbase,ETH,BUY,1.639786,3621.54,29.69
TRD-INV3-0111,2026-02-19T03:28:00Z,Binance,CKB,SELL,192812,0.00666597,1.29
TRD-INV3-0112,2026-02-19T09:29:00Z,Binance,BTC,SELL,0.02472322,113277.12,2.80
TRD-INV3-0113,2026-03-01T12:00:00,Binance,ETH,BUY,0.458421,4389.43,2.01
TRD-INV3-0114,2026-02-20T04:44:00Z,Coinbase,SOL,SELL,6.6965,240.607,8.06
TRD-INV3-0115,2026-02-20T15:13:00Z,Binance,ETH,SELL,0.611329,3809.04,2.33
TRD-INV3-0116,2026-02-20T19:58:00Z,Coinbase,CKB,SELL,497400,0.00823877,20.49
TRD-INV3-0117,2026-02-21T05:18:00Z,Binance,SOL,BUY,14.3466,242.358,3.48
TRD-INV3-0118,2026-02-21T08:59:00Z,Binance,BTC,BUY,0.04150562,111760.69,4.64
TRD-INV3-0119,2026-02-21T12:57:00Z,Binance,ETH,BUY,0.992860,3482.22,3.46
TRD-INV3-0120,2026-02-21T19:20:00Z,Coinbase,CKB,BUY,225723,0.00550931,6.22
